Id,SalePrice
1593,119869.39
1594,157023.83
1595,136405.69
1596,257514.17
1597,183366.36
1598,199444.98
1599,173674.56
1600,173289.81
1601,84823.97
1602,110473.56
1603,92570.65
1604,275406.88
1605,250499.28
1606,165255.55
1607,169463.22
1608,225734.94
1609,197504.06
1610,167890.53
1611,157173.3
1612,173985.75
1613,173558.42
1614,127898.09
1615,92691.3
1616,82244.58
1617,90863.27
1618,128897.805
1619,142964.03
1620,180182.52
1621,153267.12
1622,141692.84
1623,272913.47
1624,240606.14
1625,130223.78
1626,170200.28
1627,185593.17
1628,278552.4
1629,178821.44
1630,355482.1
1631,192951.34
1632,240038.5
1633,174217.44
1634,197766.2
1635,182692.92
1636,162610.97
1637,191932.69
1638,207098.69
1639,181399.44
1640,246724.08
1641,173583.58
1642,224931.73
1643,223858.97
1644,232371.36
1645,200560.81
1646,157281.58
1647,159146.78
1648,138106.86
1649,141442.83
1650,120272.516
1651,128829.27
1652,102657.55
1653,98113.234
1654,157160.77
1655,135279.25
1656,146917.28
1657,158834.39
1658,151197.56
1659,125589.41
1660,156744.12
1661,434003.8
1662,345468.94
1663,363238.06
1664,488891.8
1665,291148.22
1666,337185.5
1667,353520.38
1668,334404.2
1669,293809.6
1670,336939.5
1671,260745.38
1672,464977.5
1673,317769.06
1674,236867.34
1675,190960.22
1676,196324.28
1677,213860.53
1678,481166.1
1679,426009.75
1680,327222.25
1681,252271.53
1682,297265.44
1683,184511.61
1684,172193.98
1685,172987.14
1686,169707.56
1687,171394.78
1688,186986.75
1689,193954.62
1690,185410.44
1691,176375.17
1692,258786.56
1693,173263.9
1694,185325.83
1695,169497.06
1696,276629.38
1697,171345.14
1698,345437
1699,315656.9
1700,241966.44
1701,258503.47
1702,242634.5
1703,257619.14
1704,273932
1705,230601.38
1706,442385.84
1707,232364.27
1708,212258.97
1709,249727.56
1710,207169.64
1711,269180.12
1712,250500.95
1713,283390.34
1714,224163.88
1715,207972.83
1716,177022.17
1717,171941.1
1718,132202.45
1719,212370.22
1720,234281.08
1721,165952.6
1722,129904.27
1723,161479.08
1724,213281.67
1725,226634.81
1726,191900.5
1727,172594.44
1728,173428.67
1729,167087.02
1730,171371.17
1731,130117.445
1732,132677.03
1733,124633.62
1734,135409.53
1735,142834.27
1736,117990.93
1737,312627.53
1738,213788.25
1739,271247.3
1740,239099.9
1741,200998.14
1742,170987.9
1743,174435.69
1744,287964.88
1745,224871.33
1746,220694.94
1747,212911.17
1748,222680.66
1749,168770.34
1750,129969.266
1751,227987.42
1752,124496.99
1753,147915.61
1754,200456.25
1755,177907.84
1756,118629.96
1757,123645.17
1758,159045.19
1759,165565.61
1760,168628.56
1761,151190.55
1762,188371.72
1763,181005.23
1764,117333.15
1765,187551.84
1766,166038.8
1767,224566.97
1768,147530.12
1769,178556.92
1770,153472.47
1771,126544.445
1772,136018.53
1773,142604.23
1774,140873.72
1775,133627.67
1776,123595.76
1777,112845.55
1778,150428.44
1779,120731.06
1780,176172.56
1781,134264.78
1782,106428.74
1783,154149.1
1784,119143.49
1785,120580.03
1786,158165.52
1787,166329.72
1788,72213.8
1789,99366.29
1790,98140.91
1791,211687.81
1792,149064.45
1793,142797.7
1794,154794
1795,137427.31
1796,130923.57
1797,117341.91
1798,125381.766
1799,114427.09
1800,119761.01
1801,138976.94
1802,136938.14
1803,152044.2
1804,140283.55
1805,135080.61
1806,116416.15
1807,125892.46
1808,124396.67
1809,128388.06
1810,145613.25
1811,100783.09
1812,103335.75
1813,121498.67
1814,99542.95
1815,69861.33
1816,104461.92
1817,144242.67
1818,137711.78
1819,127081.98
1820,83708.195
1821,116607.766
1822,152817.27
1823,52555.742
1824,126968.65
1825,139723.72
1826,105458.805
1827,99994.84
1828,137906.08
1829,116184.3
1830,125277.03
1831,164548.45
1832,113821.586
1833,156384.33
1834,128222.516
1835,145619.62
1836,123799.25
1837,94553.43
1838,123642.16
1839,97057.33
1840,177260.28
1841,147002.89
1842,95218.31
1843,136535.12
1844,135270.25
1845,147377.12
1846,155118.12
1847,162355.06
1848,71936.875
1849,115692.99
1850,125338.734
1851,156694.31
1852,128209.58
1853,145238.89
1854,173557.27
1855,172145.86
1856,226734.11
1857,199001.4
1858,144252.78
1859,118523.9
1860,150156.75
1861,119551.32
1862,260118.77
1863,256868.42
1864,256754.48
1865,351315.1
1866,343389.5
1867,228461.81
1868,291864.28
1869,199494.6
1870,238158.69
1871,249322.33
1872,173163.53
1873,247039.67
1874,145344.58
1875,199168.19
1876,206444.7
1877,216617.94
1878,208399.84
1879,133611
1880,137781.9
1881,252878.19
1882,256676.61
1883,194733.23
1884,211395.55
1885,245049.17
1886,304525.28
1887,204177.7
1888,258048.42
1889,171871.7
1890,129438.63
1891,145240.25
1892,113782.03
1893,127289.63
1894,132103.66
1895,139325.11
1896,123469.21
1897,120500.85
1898,110599.836
1899,160773.17
1900,133086.08
1901,178360.3
1902,149769.27
1903,203558.2
1904,137110.03
1905,194947.95
1906,156066.42
1907,210935.92
1908,125812.79
1909,131610.89
1910,124424.984
1911,210859.14
1912,282614.78
1913,152345.33
1914,67189.52
1915,345329.03
1916,72462.05
1917,244043.75
1918,138650.17
1919,163748.02
1920,169882.53
1921,429261.88
1922,344092.16
1923,201831.52
1924,212281.98
1925,206809.53
1926,405016.6
1927,137256.38
1928,164296.23
1929,118749.7
1930,134948.19
1931,140906.56
1932,150262.3
1933,186989.69
1934,183917.36
1935,172858.95
1936,191430.06
1937,181393.97
1938,180993.28
1939,246015.2
1940,184959.72
1941,178285.42
1942,192378.72
1943,195589.58
1944,329936.25
1945,392149.97
1946,159074.34
1947,309927.34
1948,184103.02
1949,259820.81
1950,177582.17
1951,259400.86
1952,219862.89
1953,175968.58
1954,183548.52
1955,136370.89
1956,271275.34
1957,176391.48
1958,306635.38
1959,149047.17
1960,119043.8
1961,124549.32
1962,102905.2
1963,99314.21
1964,117764.36
1965,140755.42
1966,139253.28
1967,303155.9
1968,470290.97
1969,422501.1
1970,447928.66
1971,388761.5
1972,355226.53
1973,263659.53
1974,319557.56
1975,484089.75
1976,286253.06
1977,337774.28
1978,394364.2
1979,336320.5
1980,198636.22
1981,337087.34
1982,240864.62
1983,221455.36
1984,169032.25
1985,219000.45
1986,212345.62
1987,192446.94
1988,180184.7
1989,192983.52
1990,219136.17
1991,224209.66
1992,221674.1
1993,171621.73
1994,242656.6
1995,182872.5
1996,236337.81
1997,304988.5
1998,340566.78
1999,267387.22
2000,298817
2001,284831.97
2002,270362.1
2003,260103.73
2004,270376.5
2005,227909.98
2006,223935.11
2007,254461.86
2008,215961.94
2009,195628.7
2010,191189.97
2011,137803.73
2012,178417.61
2013,177855.03
2014,190059.36
2015,195676.98
2016,202978.69
2017,201568.62
2018,122732.44
2019,135799.97
2020,107685.29
2021,114415.664
2022,186199.73
2023,155210.08
2024,237277.42
2025,332568.9
2026,179138.69
2027,159879.64
2028,150747.66
2029,175630.12
2030,259735.44
2031,214097.7
2032,237502.27
2033,245756.19
2034,162212.61
2035,219125.12
2036,171902.2
2037,181478.28
2038,251011.38
2039,214525.64
2040,278696.12
2041,269610.56
2042,206662.1
2043,162029.73
2044,171208.95
2045,211669.81
2046,139623.34
2047,158926.3
2048,147698.78
2049,135790.36
2050,168012.03
2051,105383.18
2052,128832.22
2053,141641.97
2054,90526.71
2055,168699.8
2056,134354.17
2057,126656.21
2058,239518.53
2059,143973.36
2060,160065.73
2061,174646.19
2062,138312.22
2063,118862.04
2064,139801.67
2065,126966.14
2066,182779.11
2067,130309.57
2068,140145.39
2069,88711.016
2070,112875.97
2071,114050.625
2072,140539.08
2073,144151.53
2074,169989.17
2075,148464.2
2076,123151.37
2077,145635.94
2078,131316.69
2079,132770.05
2080,114792.04
2081,130633.945
2082,128880.875
2083,138269.25
2084,111908.27
2085,129269.54
2086,118152.6
2087,121050.72
2088,111306.555
2089,86346.71
2090,138040.44
2091,124310.7
2092,127702.97
2093,130153.48
2094,116470.56
2095,145260.61
2096,86528.32
2097,96465.016
2098,136789.28
2099,58386.875
2100,103334.484
2101,118714.16
2102,124059.02
2103,108217.05
2104,124939.68
2105,122933.68
2106,89424.49
2107,194507.81
2108,116845.71
2109,117097.44
2110,132908.86
2111,140150.92
2112,150447.92
2113,118759.875
2114,104931.484
2115,144515.17
2116,117514.14
2117,144619.4
2118,127696.35
2119,105649.83
2120,109331.19
2121,103832.445
2122,115212.17
2123,82960.43
2124,166642.25
2125,129071.81
2126,158852.66
2127,132135.3
2128,126973.57
2129,107853.91
2130,139664.81
2131,154528.73
2132,121281.875
2133,121538.234
2134,118724.83
2135,104891.625
2136,95668.36
2137,124340.94
2138,136088.88
2139,155451.25
2140,139804.47
2141,137936.69
2142,134004.1
2143,136343.62
2144,140655.84
2145,135194.78
2146,159375.61
2147,155408.78
2148,126329.27
2149,136280.52
2150,221000.66
2151,110501.55
2152,172603.25
2153,159656.28
2154,110506.64
2155,139473.69
2156,258305.58
2157,231193.94
2158,221449.3
2159,207073.81
2160,176011.17
2161,246666.25
2162,436656.25
2163,356503.03
2164,247102.84
2165,190511.22
2166,146773.92
2167,199984.53
2168,202201.64
2169,193943.92
2170,224282.72
2171,149974.25
2172,136655.03
2173,154667.3
2174,224492.77
2175,271679.56
2176,336156.28
2177,261506.81
2178,219618.44
2179,141483.58
2180,239101.66
2181,196039.98
2182,227295.4
2183,195852.45
2184,125668.28
2185,129219.37
2186,136320.25
2187,147717.95
2188,154184.39
2189,238546.62
2190,82717.88
2191,80896.445
2192,102291.97
2193,106131.125
2194,100217.836
2195,113415.695
2196,113722.086
2197,112223.01
2198,147248.61
2199,164620.58
2200,145212.62
2201,137128.19
2202,190103.47
2203,172857.12
2204,178459.33
2205,122780.17
2206,137511.5
2207,194209.2
2208,233763.19
2209,191689.55
2210,124968.97
2211,111379.16
2212,114774.13
2213,107146.336
2214,156893.3
2215,105221.72
2216,158072.02
2217,72504.24
2218,83839.87
2219,70483.63
2220,85194.01
2221,341802.72
2222,286202.78
2223,326927.8
2224,222674.56
2225,143246.16
2226,214882.22
2227,206851.72
2228,288008.53
2229,238380.4
2230,167378.86
2231,228837.98
2232,187381.81
2233,200051.72
2234,238256.84
2235,245181.17
2236,271047.75
2237,367750.2
2238,204666.4
2239,102350.8
2240,159084.1
2241,144592
2242,130783.17
2243,122245.695
2244,97977.67
2245,97431.57
2246,145337.42
2247,101180.48
2248,125510.875
2249,128801.84
2250,138223.58
2251,135455.5
2252,194953.62
2253,154701.56
2254,173307.84
2255,190492.66
2256,183475.45
2257,199333.61
2258,168490.69
2259,178117.53
2260,163519.02
2261,184105.17
2262,198127.14
2263,336670.1
2264,421790.94
2265,161062.05
2266,266504.06
2267,376470.3
2268,358107.7
2269,151496.89
2270,176074.16
2271,225539.02
2272,185611.22
2273,158195.4
2274,170524.36
2275,170273.86
2276,171368.89
2277,184753.58
2278,157535.42
2279,131118.73
2280,118111.68
2281,187997.56
2282,206330.72
2283,97774.46
2284,114752.81
2285,140798.92
2286,126588.38
2287,352248.4
2288,271825.16
2289,354027.06
2290,446434.34
2291,345773.03
2292,429499.88
2293,504196.38
2294,433972.4
2295,478117.72
2296,261628.66
2297,315129.75
2298,336149.12
2299,400823.12
2300,312205.56
2301,305099.16
2302,253713.27
2303,235220.28
2304,220691.36
2305,191294.48
2306,196379.19
2307,192565.53
2308,211446.1
2309,284006.03
2310,214600.98
2311,194500.31
2312,182241.95
2313,178253.7
2314,172720.05
2315,171280.08
2316,213616.73
2317,185981.61
2318,171966.39
2319,173313.6
2320,179744.39
2321,222799.06
2322,168485.03
2323,188843.36
2324,171983.69
2325,211347.95
2326,171372.52
2327,217314.81
2328,221877.88
2329,190814.28
2330,174960.12
2331,342254.88
2332,393403.47
2333,296849.84
2334,274662.6
2335,268390.75
2336,319553.1
2337,207173.92
2338,280222.03
2339,222988.66
2340,391728.78
2341,216776.83
2342,224240.47
2343,221071.39
2344,233031.42
2345,221156.64
2346,208694.33
2347,195277.6
2348,229788.33
2349,189788.31
2350,274454.2
2351,261257.06
2352,244941.72
2353,285883.94
2354,134301.2
2355,146057.2
2356,164731.27
2357,199287.02
2358,205602.86
2359,125854.5
2360,116500.76
2361,135874.64
2362,267477.62
2363,144330.88
2364,153211.69
2365,217327.45
2366,171183.27
2367,222235.1
2368,214234.64
2369,218378.3
2370,169446.36
2371,172698.36
2372,185044.56
2373,253604.75
2374,294683.88
2375,257620.67
2376,301161.5
2377,336443.1
2378,143975.03
2379,200481.53
2380,146340.1
2381,151265.45
2382,184335.39
2383,205024.42
2384,238247.95
2385,157751.97
2386,138285.5
2387,138997.3
2388,120341.984
2389,130826.05
2390,154428.02
2391,140748.27
2392,117370.516
2393,162748.3
2394,142946.55
2395,208495.33
2396,144891.89
2397,208366.31
2398,135387.7
2399,68017.54
2400,74580.27
2401,116780.32
2402,133893.58
2403,126746.055
2404,159158.7
2405,162686.03
2406,134089.33
2407,126035.086
2408,143334.12
2409,136311.27
2410,171488.84
2411,123153.3
2412,144642.98
2413,135018.5
2414,143097.67
2415,132783.44
2416,127031.82
2417,122241.03
2418,128185.58
2419,135909.31
2420,121894.69
2421,143889.45
2422,122296.305
2423,138281.97
2424,147182.19
2425,243676.9
2426,140138.55
2427,139462.2
2428,154136.02
2429,115296.45
2430,133509.67
2431,126443.36
2432,141592.2
2433,144990.56
2434,141066.78
2435,149613.86
2436,104976.19
2437,112141
2438,124186.71
2439,109805.5
2440,120808.805
2441,94390.84
2442,101781.125
2443,117926.7
2444,132466.2
2445,90078.71
2446,142761.39
2447,164173.14
2448,149257.28
2449,116921.6
2450,142093.95
2451,137683.95
2452,167845.02
2453,99141.74
2454,126513.016
2455,111377.17
2456,132442.98
2457,122029.61
2458,120068.96
2459,119896.8
2460,133446.16
2461,118818.13
2462,137781.88
2463,116572.1
2464,176946.9
2465,135375.64
2466,118459.09
2467,145771.39
2468,76060.75
2469,85213.945
2470,178515.05
2471,209835
2472,166254.89
2473,112501.57
2474,103751.13
2475,203526.56
2476,115790.16
2477,131047.234
2478,163068.83
2479,118865.07
2480,167564.14
2481,124743.78
2482,135235.05
2483,116213.29
2484,128158.43
2485,127480.25
2486,160658.03
2487,194710.83
2488,139556.81
2489,153377.03
2490,155459.38
2491,81796.15
2492,180209.67
2493,156433.56
2494,154510.62
2495,103947.016
2496,219639.2
2497,146405
2498,123184.08
2499,80587.77
2500,139789.66
2501,133149.69
2502,137547.8
2503,106832.37
2504,174716.9
2505,225844.03
2506,266190.25
2507,326072.5
2508,260595.64
2509,220778.02
2510,223460.61
2511,182015.16
2512,210803.52
2513,210556.97
2514,222841.77
2515,151400.36
2516,170640.03
2517,138565.52
2518,149527.42
2519,225399.25
2520,225633.55
2521,194291.33
2522,222070.47
2523,132648.9
2524,141590.81
2525,149264.9
2526,139510.86
2527,113819.3
2528,129012.805
2529,134637.22
2530,127968.03
2531,241566.05
2532,228712.3
2533,199792.84
2534,247178.88
2535,304992.94
2536,224166.19
2537,211606.48
2538,176942.7
2539,184998.56
2540,186426.19
2541,175207.55
2542,172939.98
2543,126839.11
2544,125735.914
2545,129127.195
2546,138248.45
2547,131205.28
2548,149274.36
2549,172368.23
2550,341667.2
2551,144803.92
2552,123884.06
2553,84951.59
2554,100787.81
2555,119512.53
2556,114316.6
2557,115741.09
2558,171333.73
2559,132252.73
2560,143697.16
2561,127633.984
2562,138036.2
2563,160735.8
2564,193492.56
2565,147660.36
2566,160058.83
2567,134186.34
2568,199220.39
2569,195800.9
2570,122900.3
2571,199496.9
2572,138423.52
2573,227988.73
2574,243064.14
2575,120777.37
2576,129328.16
2577,164523.14
2578,90355.3
2579,88098.375
2580,141443.39
2581,121473.53
2582,119315.16
2583,297604.5
2584,160022.78
2585,220139.94
2586,209713.45
2587,187369.9
2588,129563.125
2589,143394.83
2590,247618.95
2591,197900.05
2592,223951.98
2593,262736.56
2594,164509.94
2595,194703.38
2596,347909
2597,204253.47
2598,270632.1
2599,308022.7
2600,137458.7
2601,150710.52
2602,91962.234
2603,96354.92
2604,86647.06
2605,86303.65
2606,154769.31
2607,185531.19
2608,194329.58
2609,166975.89
2610,105010.18
2611,123026.664
2612,148225.6
2613,126857.98
2614,126830.305
2615,145586.69
2616,136714.89
2617,176815.39
2618,205532.88
2619,191876.78
2620,188322.88
2621,184446.66
2622,192498.7
2623,244751.17
2624,286176.4
2625,308561.66
2626,166441.48
2627,155291.73
2628,411926.78
2629,516244.47
2630,343763.8
2631,438955.34
2632,406722.3
2633,300697.9
2634,390885.97
2635,155924.53
2636,181102.5
2637,180846.97
2638,234961.88
2639,183178.95
2640,153738.11
2641,115284.41
2642,218444.34
2643,109453.86
2644,137216.06
2645,97239.96
2646,93837.61
2647,98718.04
2648,143011.16
2649,139706.75
2650,132656.16
2651,150658.03
2652,428863.6
2653,227186.52
2654,274769.47
2655,400041.44
2656,303714.28
2657,322712.34
2658,284098.97
2659,296576.66
2660,340221.12
2661,323873.16
2662,379111.3
2663,263292.2
2664,284978.88
2665,330940.38
2666,275869.75
2667,171162.88
2668,174695.86
2669,182831.77
2670,282770.97
2671,175129.8
2672,191768.88
2673,204448.72
2674,196754.44
2675,169991.02
2676,195189.52
2677,194574.3
2678,251996.95
2679,262546.62
2680,268570.25
2681,390416.94
2682,322572.12
2683,514243.38
2684,319708.72
2685,331879.78
2686,244737.81
2687,328004.97
2688,215611.14
2689,192975.88
2690,469873.44
2691,199899.94
2692,132599.67
2693,189269.22
2694,128703.22
2695,190461.27
2696,180034.86
2697,188026.66
2698,192117.19
2699,188340.4
2700,170702.2
2701,164968.45
2702,122284.71
2703,115691.445
2704,146181.16
2705,128160.65
2706,121373.25
2707,128575.16
2708,135452.03
2709,99161.96
2710,127671.32
2711,272413.8
2712,375159.03
2713,172042.88
2714,147557.19
2715,173391.28
2716,147628.95
2717,182159.39
2718,236354.73
2719,161167.9
2720,151782.86
2721,143833.89
2722,163222.88
2723,153324.73
2724,130478.516
2725,133728.73
2726,144421.47
2727,160473.55
2728,166375.38
2729,160976.06
2730,143841.5
2731,118720.46
2732,126355.58
2733,165148.55
2734,153223.94
2735,135170.72
2736,149825.56
2737,121446.74
2738,139865.72
2739,175917.38
2740,134782.94
2741,148329.69
2742,149356.33
2743,148040.4
2744,149159.42
2745,136186.83
2746,135415.08
2747,148890.58
2748,133500.98
2749,129106.08
2750,135631.66
2751,134383.06
2752,196637
2753,151914.05
2754,263144.28
2755,120770.78
2756,102333.29
2757,85019.055
2758,90246.805
2759,164817.25
2760,147573.9
2761,146551.94
2762,146268.52
2763,177069.55
2764,144070.75
2765,240784.03
2766,127448.055
2767,89357.65
2768,127095.47
2769,141012.5
2770,140019.9
2771,115504.77
2772,119654.23
2773,181676.72
2774,134340.47
2775,126418.58
2776,131303.5
2777,138261.25
2778,94937.586
2779,148142.11
2780,94580.43
2781,92000.26
2782,99033.98
2783,112881.33
2784,126588.125
2785,137228.88
2786,83270.49
2787,116410.47
2788,93364.22
2789,163636.42
2790,100016.82
2791,126557.516
2792,75418.35
2793,168814.8
2794,101292.47
2795,117414.1
2796,93367.83
2797,185224.75
2798,106415.14
2799,124992.55
2800,79654.39
2801,105244.85
2802,134856.2
2803,157315.7
2804,131819.83
2805,94685.164
2806,95230.5
2807,153324.66
2808,154611.81
2809,136227.88
2810,128020.5
2811,159114.64
2812,147905.33
2813,173693.1
2814,159136.27
2815,99771.06
2816,245493.23
2817,151116.89
2818,131255.8
2819,168498.03
2820,140517.06
2821,106501.57
2822,192338.36
2823,273132.62
2824,185390.81
2825,140338.12
2826,134429.31
2827,137997.8
2828,221080.47
2829,183189.83
2830,220787.27
2831,183528.83
2832,251639.7
2833,311288.12
2834,209066.5
2835,221578.98
2836,187947.52
2837,139926.67
2838,149860.38
2839,181379.6
2840,181737.08
2841,209979.53
2842,226147.89
2843,150151.11
2844,145699.22
2845,121228.34
2846,216043
2847,199423.95
2848,199850.58
2849,200948.84
2850,276943.88
2851,225436.27
2852,227323.44
2853,234757.36
2854,145818.22
2855,201174.3
2856,205676.28
2857,184940.19
2858,202108
2859,145324.22
2860,121620.1
2861,133954.53
2862,192872.98
2863,119515.766
2864,227432.42
2865,138043.9
2866,135785.1
2867,94306.32
2868,112790.36
2869,122373.09
2870,143369.1
2871,103325.664
2872,76257.96
2873,101513.55
2874,131141.14
2875,120536.57
2876,155926.84
2877,129231.336
2878,166851.61
2879,135270.47
2880,104743.875
2881,153086.98
2882,162402.9
2883,190715.12
2884,176548.86
2885,196166.44
2886,219595.61
2887,99356.31
2888,120388.32
2889,63669.453
2890,94468.25
2891,134948.86
2892,51610.082
2893,92297.88
2894,59055.86
2895,340974.22
2896,288217.78
2897,209803.81
2898,146261.55
2899,211597.89
2900,150939.7
2901,216799.48
2902,195803.1
2903,354862.34
2904,341875.56
2905,102673.06
2906,199701.84
2907,111323.055
2908,132556.03
2909,127390.945
2910,83715.8
2911,86281.59
2912,152988.02
2913,85738.78
2914,88949.61
2915,84240.52
2916,85820.414
2917,160138.08
2918,112061.72
2919,221523.1
